,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.22080636024475098,0.11888165771961212,1.0074012279510498,0.5423825979232788,0.7780555486679077,0.4189033806324005,0.1,A,1.0
1,0.5,Vp,0.2311556190252304,0.10910356789827347,1.1477439403533936,0.541725754737854,0.938446044921875,0.4429388642311096,0.1,A_bis,1.0
2,0.0,Vp,0.13558003306388855,0.10487900674343109,0.7738094329833984,0.59858638048172,0.6219608783721924,0.4811227321624756,0.2,B,1.0
3,0.5,Vp,0.18598148226737976,0.11134802550077438,0.9697825908660889,0.5806135535240173,0.7994450330734253,0.4786316454410553,0.2,B_bis,1.0
4,0.15,Vp,0.1538478583097458,0.0998554676771164,0.9386398792266846,0.6092273592948914,0.7611446380615234,0.49402347207069397,0.2,B_ter,1.0
5,0.65,Vp,0.16888436675071716,0.1269833892583847,0.7453911304473877,0.5604562163352966,0.5954874753952026,0.44774430990219116,0.2,B_four,1.0
6,0.0,Vp,0.11360229551792145,0.10248951613903046,0.6734607815742493,0.607581615447998,0.5552483797073364,0.5009329915046692,0.3,C,1.0
7,0.5,Vp,0.13617068529129028,0.11459428817033768,0.7030818462371826,0.591677725315094,0.5654746294021606,0.47587454319000244,0.3,C_bis,1.0
8,0.1,Vp,0.11598160862922668,0.09935217350721359,0.7324059009552002,0.6273936033248901,0.5997786521911621,0.5137824416160583,0.3,C_ter,1.0
9,0.6,Vp,0.1287018060684204,0.12603811919689178,0.5936442613601685,0.5813578367233276,0.47568973898887634,0.4658445715904236,0.3,C_four,1.0
10,0.0,Vp,0.08217217773199081,0.10487230867147446,0.4859597980976105,0.6202065944671631,0.3968532085418701,0.5064842700958252,0.5,D,1.0
11,0.5,Vp,0.08007079362869263,0.12505167722702026,0.38079774379730225,0.5947161912918091,0.30386510491371155,0.4745655655860901,0.5,D_bis,1.0
12,0.0,Vp,0.04665637016296387,0.12188369780778885,0.22578401863574982,0.5898314118385315,0.18293236196041107,0.47788700461387634,1.0,full,1.0
