,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.01795605570077896,0.2406361848115921,0.018135400488972664,0.24303965270519257,0.012183439917862415,0.1632750928401947,1.0,full,0.125
