,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.0840134471654892,0.12276341021060944,0.4433903992176056,0.6478976607322693,0.3268967866897583,0.47767308354377747,1.2,1.3,2.5
