,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.26302003860473633,0.12483929842710495,1.0625077486038208,0.5043064951896667,0.7959683537483215,0.37779679894447327,0.1,A,0.975
1,0.5,Vp,0.24403461813926697,0.13920894265174866,0.876548707485199,0.5000250339508057,0.7068007588386536,0.4031927287578583,0.1,A_bis,0.975
2,0.0,Vp,0.1696631759405136,0.12318975478410721,0.7609307169914246,0.5524997711181641,0.5908451676368713,0.42900335788726807,0.2,B,0.975
3,0.5,Vp,0.17978641390800476,0.13059788942337036,0.7586526870727539,0.5510897040367126,0.6219019889831543,0.4517531991004944,0.2,B_bis,0.975
4,0.15,Vp,0.1869095265865326,0.13478156924247742,0.726372241973877,0.5237913131713867,0.5917352437973022,0.4267037808895111,0.2,B_ter,0.975
5,0.65,Vp,0.1844441294670105,0.1207580491900444,0.9171911478042603,0.6004973649978638,0.7512699365615845,0.49186649918556213,0.2,B_four,0.975
6,0.0,Vp,0.14205265045166016,0.13558001816272736,0.5791800022125244,0.5527896285057068,0.4655741751194,0.44436025619506836,0.3,C,0.975
7,0.5,Vp,0.12816882133483887,0.11996189504861832,0.63828444480896,0.5974137187004089,0.5224646925926208,0.48901015520095825,0.3,C_bis,0.975
8,0.1,Vp,0.13025714457035065,0.13136525452136993,0.5518465638160706,0.5565411448478699,0.4493822753429413,0.4532051980495453,0.3,C_ter,0.975
9,0.6,Vp,0.1430879384279251,0.11878243833780289,0.7615503668785095,0.6321902871131897,0.626919150352478,0.5204281210899353,0.3,C_four,0.975
10,0.0,Vp,0.0867772176861763,0.13880528509616852,0.35186806321144104,0.5628337860107422,0.28473711013793945,0.4554538428783417,0.5,D,0.975
11,0.5,Vp,0.08851873874664307,0.11836762726306915,0.4837440848350525,0.6468645930290222,0.39799270033836365,0.5321974754333496,0.5,D_bis,0.975
12,0.0,Vp,0.04833900183439255,0.13151107728481293,0.2276497483253479,0.6193438768386841,0.1826876848936081,0.49702009558677673,1.0,full,0.975
