,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.15942326188087463,0.10001062601804733,0.9105019569396973,0.5711830854415894,0.7431162595748901,0.46617740392684937,0.1,A,0.9
1,0.5,Vp,0.26172465085983276,0.11658155173063278,1.1963324546813965,0.5328894257545471,0.9585169553756714,0.4269578456878662,0.1,A_bis,0.9
2,0.0,Vp,0.11834226548671722,0.10806000977754593,0.6088436841964722,0.5559438467025757,0.5167369842529297,0.47183990478515625,0.2,B,0.9
3,0.5,Vp,0.18851980566978455,0.11282117664813995,1.0025516748428345,0.5999850034713745,0.8484293222427368,0.5077492594718933,0.2,B_bis,0.9
4,0.15,Vp,0.11772428452968597,0.16056691110134125,0.26898592710494995,0.3668762147426605,0.21507331728935242,0.29334354400634766,0.2,B_ter,0.9
5,0.65,Vp,0.19206969439983368,0.12279288470745087,0.8509382605552673,0.5440168976783752,0.68400639295578,0.43729501962661743,0.2,B_four,0.9
6,0.0,Vp,0.0921245664358139,0.12387394905090332,0.38064631819725037,0.5118305087089539,0.32706189155578613,0.43977898359298706,0.3,C,0.9
7,0.5,Vp,0.13953109085559845,0.11437579244375229,0.745421826839447,0.6110337972640991,0.6237747669219971,0.511317789554596,0.3,C_bis,0.9
8,0.1,Vp,0.07622750103473663,0.14106649160385132,0.2425098866224289,0.4487884044647217,0.20221002399921417,0.37420955300331116,0.3,C_ter,0.9
9,0.6,Vp,0.14363932609558105,0.11813545227050781,0.680516242980957,0.5596871972084045,0.5524009466171265,0.45431941747665405,0.3,C_four,0.9
10,0.0,Vp,0.05394676327705383,0.12189219146966934,0.23992834985256195,0.5421158075332642,0.20519419014453888,0.46363428235054016,0.5,D,0.9
11,0.5,Vp,0.08372586965560913,0.11398182809352875,0.4176633954048157,0.5685941576957703,0.34428614377975464,0.4687005877494812,0.5,D_bis,0.9
12,0.0,Vp,0.045183975249528885,0.11073103547096252,0.2574579417705536,0.6309446096420288,0.21909433603286743,0.5369280576705933,1.0,full,0.9
