,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.05060316622257233,0.1325870007276535,0.2277269959449768,0.5966748595237732,0.18554091453552246,0.48614177107810974,1.0,full,0.625
