,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.05033530667424202,0.11979460716247559,0.25943005084991455,0.6174258589744568,0.18819379806518555,0.44788843393325806,1.0,full,0.375
