,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.05557674542069435,0.13057240843772888,0.21590988337993622,0.507260262966156,0.09396591037511826,0.2207641899585724,1.0,full,2.0
