,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.05271970108151436,0.13267645239830017,0.23661281168460846,0.5954689979553223,0.19609835743904114,0.4935087561607361,1.0,full,0.125
