,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.053754013031721115,0.1323459893465042,0.22529879212379456,0.5547007322311401,0.18028099834918976,0.4438639283180237,0.04
