,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.12834018468856812,0.10618054866790771,0.6440709233283997,0.5328635573387146,0.5098122358322144,0.4217863976955414,0.1,A,0.825
1,0.5,Vp,0.2746632397174835,0.13146661221981049,1.044450044631958,0.49992239475250244,0.7944269776344299,0.3802497088909149,0.1,A_bis,0.825
2,0.0,Vp,0.09166091680526733,0.10199178010225296,0.512103796005249,0.5698216557502747,0.408137708902359,0.4541378319263458,0.2,B,0.825
3,0.5,Vp,0.1901022344827652,0.13211020827293396,0.7800940275192261,0.5421208739280701,0.6087108254432678,0.42301931977272034,0.2,B_bis,0.825
4,0.15,Vp,0.07943493127822876,0.17508326470851898,0.13835538923740387,0.30495038628578186,0.10393306612968445,0.22907982766628265,0.2,B_ter,0.825
5,0.65,Vp,0.17604117095470428,0.1314942091703415,0.7305404543876648,0.5456782579421997,0.5682125091552734,0.42442718148231506,0.2,B_four,0.825
6,0.0,Vp,0.06838838011026382,0.11688011884689331,0.310121089220047,0.5300167798995972,0.2531813681125641,0.4327031373977661,0.3,C,0.825
7,0.5,Vp,0.13175681233406067,0.1270247995853424,0.5917251706123352,0.5704734921455383,0.4583331346511841,0.4418722093105316,0.3,C_bis,0.825
8,0.1,Vp,0.04947523772716522,0.14209270477294922,0.145668163895607,0.4183584451675415,0.11606204509735107,0.3333297669887543,0.3,C_ter,0.825
9,0.6,Vp,0.1325148344039917,0.12597686052322388,0.6013922095298767,0.5717208981513977,0.4717002511024475,0.44842764735221863,0.3,C_four,0.825
10,0.0,Vp,0.03730832040309906,0.11953571438789368,0.1657657027244568,0.5311126708984375,0.1345491111278534,0.43109482526779175,0.5,D,0.825
11,0.5,Vp,0.08143813908100128,0.12280527502298355,0.3854330778121948,0.5812168121337891,0.30642083287239075,0.46206969022750854,0.5,D_bis,0.825
12,0.0,Vp,0.040068961679935455,0.11313372105360031,0.21077565848827362,0.5951198935508728,0.16549764573574066,0.46727851033210754,1.0,full,0.825
