,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.030419617891311646,0.05710757151246071,0.40439459681510925,0.7591809034347534,0.34190046787261963,0.6418589949607849,0.12
