,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.034962885081768036,0.06251554936170578,0.41707372665405273,0.7457506060600281,0.3580974340438843,0.6402977705001831,0.09
