,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.004228117875754833,0.2979559302330017,0.0010794249828904867,0.07606719434261322,0.0005223923944868147,0.03681304678320885,1.2,1.15,1.125
