,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.04135879874229431,0.09220648556947708,0.29734691977500916,0.6629137396812439,0.24361704289913177,0.5431268215179443,0.06
