,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.16922235488891602,0.11870875954627991,0.6886811852455139,0.48310691118240356,0.5256538987159729,0.3687439560890198,0.1,A,0.9125
1,0.5,Vp,0.20969144999980927,0.12027625739574432,0.9066596031188965,0.5200480222702026,0.6669337749481201,0.38254445791244507,0.1,A_bis,0.9125
2,0.0,Vp,0.11562849581241608,0.12209829688072205,0.48449140787124634,0.5116003155708313,0.3846413493156433,0.4061633348464966,0.2,B,0.9125
3,0.5,Vp,0.15758851170539856,0.11383744329214096,0.80121248960495,0.578773021697998,0.6398965716362,0.4622430205345154,0.2,B_bis,0.9125
4,0.15,Vp,0.1317785084247589,0.1787111610174179,0.2609015107154846,0.3538210690021515,0.19650228321552277,0.26648616790771484,0.2,B_ter,0.9125
5,0.65,Vp,0.2045588195323944,0.12408938258886337,0.931039035320282,0.5647864937782288,0.766237199306488,0.4648144841194153,0.2,B_four,0.9125
6,0.0,Vp,0.09471724927425385,0.14551694691181183,0.3151380717754364,0.4841560423374176,0.25041311979293823,0.3847171664237976,0.3,C,0.9125
7,0.5,Vp,0.13281403481960297,0.11057472974061966,0.7296286225318909,0.6074545383453369,0.5984027981758118,0.4982020854949951,0.3,C_bis,0.9125
8,0.1,Vp,0.08524578809738159,0.16653621196746826,0.20909573137760162,0.40848952531814575,0.16386888921260834,0.32013434171676636,0.3,C_ter,0.9125
9,0.6,Vp,0.1487518846988678,0.11454422771930695,0.7713698744773865,0.5939821600914001,0.6382055282592773,0.49144089221954346,0.3,C_four,0.9125
10,0.0,Vp,0.05820783972740173,0.14657612144947052,0.19110527634620667,0.4812318980693817,0.15347138047218323,0.38646408915519714,0.5,D,0.9125
11,0.5,Vp,0.0871812030673027,0.1052747294306755,0.5200567841529846,0.6279890537261963,0.43829256296157837,0.5292555093765259,0.5,D_bis,0.9125
12,0.0,Vp,0.04665270820260048,0.11577044427394867,0.2539457082748413,0.6301758289337158,0.21505536139011383,0.5336679220199585,1.0,full,0.9125
