,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.03508786857128143,0.059041544795036316,0.4635695219039917,0.7800377607345581,0.41139844059944153,0.692250669002533,0.1
