,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.19889849424362183,0.10507931560277939,0.9968194365501404,0.52662593126297,0.7764855623245239,0.4102221727371216,0.1,A,0.9875
1,0.5,Vp,0.23355960845947266,0.12251608818769455,0.9886274337768555,0.5185946226119995,0.7966378927230835,0.41788455843925476,0.1,A_bis,0.9875
2,0.0,Vp,0.14856970310211182,0.1083279475569725,0.7586292624473572,0.5531461238861084,0.6030680537223816,0.43972036242485046,0.2,B,0.9875
3,0.5,Vp,0.17353108525276184,0.11636162549257278,0.8530687093734741,0.5720269680023193,0.7058447599411011,0.4733056426048279,0.2,B_bis,0.9875
4,0.15,Vp,0.186028853058815,0.12178463488817215,0.8381062746047974,0.5486701130867004,0.6745396852493286,0.44159048795700073,0.2,B_ter,0.9875
5,0.65,Vp,0.18359097838401794,0.10908392071723938,0.9870272874832153,0.5864602327346802,0.8084602355957031,0.48036137223243713,0.2,B_four,0.9875
6,0.0,Vp,0.13591475784778595,0.12508144974708557,0.591072678565979,0.5439602136611938,0.47533679008483887,0.43744927644729614,0.3,C,0.9875
7,0.5,Vp,0.13430048525333405,0.11107463389635086,0.7322484254837036,0.6056137681007385,0.5973426699638367,0.49403855204582214,0.3,C_bis,0.9875
8,0.1,Vp,0.13053473830223083,0.11883841454982758,0.627119779586792,0.5709278583526611,0.5103232264518738,0.4645966589450836,0.3,C_ter,0.9875
9,0.6,Vp,0.13676801323890686,0.1044657900929451,0.799002468585968,0.6102920174598694,0.6595423817634583,0.5037699341773987,0.3,C_four,0.9875
10,0.0,Vp,0.088892862200737,0.12623059749603271,0.4012432098388672,0.5697776675224304,0.3295131325721741,0.4679187834262848,0.5,D,0.9875
11,0.5,Vp,0.08323070406913757,0.10442943871021271,0.49107447266578674,0.6161503791809082,0.4044298529624939,0.507437527179718,0.5,D_bis,0.9875
12,0.0,Vp,0.045022543519735336,0.12045332044363022,0.21867647767066956,0.5850470662117004,0.18050545454025269,0.48292431235313416,1.0,full,0.9875
