,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.028363121673464775,0.04653199762105942,0.47877660393714905,0.7854717969894409,0.4215694069862366,0.6916187405586243,0.15
