,startTime,startSample,endTime,endSample,duration,halfSlopetoFirstPeakSample,halfSlopetoFirstPeakTime,halfSlopetoFirstPeak_Amp,halfSlopefromLastPeakSample,halfSlopefromLastPeakTime,halfSlopefromLastPeak_Amp,start_Amp,end_Amp,maxPeak_Amp,maxPeakSample,maxPeakTime,n_peaks,meanAmp,AmpUp_maxPeak,subnet,subnet_size,subnet_anchor,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,3090.0,107,3910.0,189,820.0,118,3200.0,0.0943317875111469,162,3640.0,0.737684972929064,-2.5652175064988554,-1.2785111356630214,2.753881081521149,129,3310.0,1,2.753881081521149,5.319098588020005,A,0.1,0.0,0.15
1,4290.0,227,4990.0,297,700.0,239,4410.0,0.2513082554977333,269,4710.0,0.4300124957900324,-1.735569705261377,-1.3781612246767787,2.2381862162568433,250,4520.0,1,2.2381862162568433,3.9737559215182205,A,0.1,0.0,0.15
2,4990.0,297,5580.0,356,590.0,309,5110.0,0.3163900364185379,334,5360.0,0.6215401641098575,-1.3781612246767787,-0.7678609692941396,2.0109412975138548,320,5220.0,1,2.0109412975138548,3.3891025221906332,A,0.1,0.0,0.15
3,5580.0,356,6040.0,402,460.0,366,5680.0,-0.1288060822289807,383,5850.0,-0.3204339966446359,-0.7678609692941396,-1.15111679812545,0.5102488048361781,374,5760.0,1,0.5102488048361781,1.2781097741303178,A,0.1,0.0,0.15
4,6350.0,433,7130.0,511,780.0,445,6470.0,0.5870073894632595,488,6900.0,0.46169161092521005,-1.4846581634983178,-1.7352897205744164,2.6586729424248365,457,6590.0,1,2.6586729424248365,4.143331105923155,A,0.1,0.0,0.15
5,7410.0,539,7980.0,596,570.0,551,7530.0,-0.015904541541236883,579,7810.0,-0.06163620644446044,-1.9108738372862442,-2.0023371670926915,1.8790647542037706,562,7640.0,1,1.8790647542037706,3.7899385914900146,A,0.1,0.0,0.15
6,7980.0,596,8720.0,670,740.0,609,8110.0,0.17459426715907256,652,8540.0,0.26377041819878144,-2.0023371670926915,-1.8239848650132742,2.351525701410837,623,8250.0,1,2.351525701410837,4.353862868503528,A,0.1,0.0,0.15
7,8720.0,670,9090.0,707,370.0,679,8810.0,-0.7539403113010992,698,9000.0,-0.29506054268290427,-1.8239848650132742,-0.9062253277768846,0.31610424241107604,689,8910.0,1,0.31610424241107604,2.14008910742435,A,0.1,0.0,0.15
8,9350.0,733,10070.0,805,720.0,744,9460.0,0.446467282014011,776,9780.0,0.7323927172302425,-2.449355078044287,-1.8775042076118245,3.342289642072309,754,9560.0,1,3.342289642072309,5.791644720116596,A,0.1,0.0,0.15
9,10070.0,805,10460.0,844,390.0,818,10200.0,-0.4560821037341154,836,10380.0,0.3832009001049278,-1.8775042076118245,-0.19893819993373799,0.9653400001435936,829,10310.0,1,0.9653400001435936,2.842844207755418,A,0.1,0.0,0.15
10,10460.0,844,11030.0,901,570.0,852,10540.0,0.28292563190893794,884,10860.0,-0.5717824917553556,-0.19893819993373799,-1.9083544472623253,0.7647894637516139,859,10610.0,1,0.7647894637516139,0.9637276636853519,A,0.1,0.0,0.15
11,11030.0,901,11800.0,978,770.0,914,11160.0,0.08872845503625926,957,11590.0,0.2561029605999374,-1.9083544472623253,-1.5736054361349694,2.085811357334844,927,11290.0,1,2.085811357334844,3.994165804597169,A,0.1,0.0,0.15
