,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.048612985759973526,0.10849959403276443,0.2921201288700104,0.6519845128059387,0.23947572708129883,0.5344871878623962,1.0,full,1.875
