,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.04857208579778671,0.1211625412106514,0.2404574155807495,0.5998184084892273,0.20233741402626038,0.5047284960746765,1.0,full,0.5
