,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.06687434762716293,0.09027108550071716,0.5188517570495605,0.700377881526947,0.4289257824420929,0.5789902806282043,1.0,full,1.5
