,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.053178705275058746,0.0906185731291771,0.3924364447593689,0.668726921081543,0.32201895117759705,0.5487327575683594,1.0,full,1.375
