,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.06139417365193367,0.11059644818305969,0.34137392044067383,0.6149564385414124,0.20993778109550476,0.3781852722167969,1.0,full,1.75
