,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.046211957931518555,0.13312283158302307,0.19104383885860443,0.5503401160240173,0.1466115117073059,0.422343909740448,1.0,full,0.75
