,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.061168305575847626,0.14969627559185028,0.2174438089132309,0.5321469902992249,0.16971027851104736,0.4153294265270233,0.03
