,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.13347168266773224,0.09283344447612762,0.7934011220932007,0.5518336296081543,0.6617762446403503,0.46028468012809753,0.1,A,0.7875
1,0.5,Vp,0.27777743339538574,0.12878011167049408,1.10687255859375,0.5131560564041138,0.8545259237289429,0.3961659073829651,0.1,A_bis,0.7875
2,0.0,Vp,0.08260495960712433,0.08571241796016693,0.5634875893592834,0.5846850275993347,0.48213833570480347,0.5002755522727966,0.2,B,0.7875
3,0.5,Vp,0.18927083909511566,0.13254857063293457,0.8044946193695068,0.5633969306945801,0.6539766192436218,0.4579874277114868,0.2,B_bis,0.7875
4,0.15,Vp,0.06917671859264374,0.181877002120018,0.10367779433727264,0.27258601784706116,0.07277167588472366,0.1913287490606308,0.2,B_ter,0.7875
5,0.65,Vp,0.1828022003173828,0.11802691966295242,0.9187658429145813,0.5932045578956604,0.7418209314346313,0.47895944118499756,0.2,B_four,0.7875
6,0.0,Vp,0.0564064085483551,0.1003374382853508,0.31622833013534546,0.5625165700912476,0.27085888385772705,0.4818120300769806,0.3,C,0.7875
7,0.5,Vp,0.14291232824325562,0.13310271501541138,0.6349658966064453,0.591381311416626,0.5185148119926453,0.4829235374927521,0.3,C_bis,0.7875
8,0.1,Vp,0.04349985718727112,0.16143807768821716,0.10042645037174225,0.3727059066295624,0.07776236534118652,0.28859421610832214,0.3,C_ter,0.7875
9,0.6,Vp,0.13230380415916443,0.10945067554712296,0.7510369420051575,0.6213086843490601,0.6134640574455261,0.5074990391731262,0.3,C_four,0.7875
10,0.0,Vp,0.0346517413854599,0.14594484865665436,0.11334674060344696,0.4773893356323242,0.08759602159261703,0.36893346905708313,0.5,D,0.7875
11,0.5,Vp,0.0827273279428482,0.11067996919155121,0.47049763798713684,0.6294735670089722,0.38679391145706177,0.5174872875213623,0.5,D_bis,0.7875
12,0.0,Vp,0.04498280584812164,0.1305830329656601,0.20527270436286926,0.5958972573280334,0.164467915892601,0.47744283080101013,1.0,full,0.7875
