,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.047162361443042755,0.11796074360609055,0.24159583449363708,0.6042705178260803,0.2058085948228836,0.5147607922554016,1.0,full,0.875
