,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.04252097010612488,0.08898598700761795,0.3260527551174164,0.6823486089706421,0.2793448567390442,0.5846003890037537,0.07
