,startTime,startSample,endTime,endSample,duration,halfSlopetoFirstPeakSample,halfSlopetoFirstPeakTime,halfSlopetoFirstPeak_Amp,halfSlopefromLastPeakSample,halfSlopefromLastPeakTime,halfSlopefromLastPeak_Amp,start_Amp,end_Amp,maxPeak_Amp,maxPeakSample,maxPeakTime,n_peaks,meanAmp,AmpUp_maxPeak,subnet,subnet_size,subnet_anchor,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,2320.0,30,2820.0,80,500.0,48,2500.0,0.6034670118212775,71,2730.0,0.40028017236707947,-0.22977795990156363,-0.6361516388099595,1.4367119835441184,61,2630.0,1,1.4367119835441184,1.6664899434456821,A,0.1,0.0,0.07
1,2820.0,80,3180.0,116,360.0,88,2900.0,0.021444628654511133,105,3070.0,-0.22274209190003424,-0.6361516388099595,-1.1245250799190503,0.6790408961189817,96,2980.0,1,0.6790408961189817,1.3151925349289413,A,0.1,0.0,0.07
2,3490.0,147,4220.0,220,730.0,160,3620.0,0.40771026444864855,193,3950.0,0.8841136346223504,-2.106745920557551,-1.153939180210148,2.9221664494548487,173,3750.0,1,2.9221664494548487,5.028912370012399,A,0.1,0.0,0.07
3,4620.0,260,5240.0,322,620.0,275,4770.0,0.5226682805478966,304,5060.0,0.667864005699178,-1.450129465025151,-1.1597380147225878,2.495466026120944,288,4900.0,1,2.495466026120944,3.9455954911460953,A,0.1,0.0,0.07
4,5240.0,322,5880.0,386,640.0,337,5390.0,-0.37023643066892575,376,5780.0,-0.5702986443370545,-1.1597380147225878,-1.5598624420588452,0.4192651533847363,351,5530.0,1,0.4192651533847363,1.579003168107324,A,0.1,0.0,0.07
5,5880.0,386,6500.0,448,620.0,399,6010.0,-0.04178158980049784,429,6310.0,0.22016749710456862,-1.5598624420588452,-1.0359642682487125,1.4762992624578497,413,6150.0,1,1.4762992624578497,3.0361617045166946,A,0.1,0.0,0.07
6,6700.0,468,7180.0,516,480.0,479,6810.0,0.5673262609245269,500,7020.0,1.5086086201116373,-2.038204567903125,-0.1556398495289043,3.172857089752179,489,6910.0,1,3.172857089752179,5.2110616576553035,A,0.1,0.0,0.07
7,7940.0,592,8510.0,649,570.0,607,8090.0,0.20297444739640969,636,8380.0,0.785797399807737,-1.8910852269585023,-0.7254393221358482,2.297034121751322,622,8240.0,1,2.297034121751322,4.188119348709824,A,0.1,0.0,0.07
8,8690.0,667,9370.0,735,680.0,678,8800.0,0.13358167472863158,726,9280.0,-0.7889507933731987,-1.228145394489966,-1.6687545970541804,1.4953087439472295,688,8900.0,2,0.7930808771275062,2.7234541384371953,A,0.1,0.0,0.07
9,9640.0,762,10280.0,826,640.0,772,9740.0,0.35838363476173596,793,9950.0,1.0036918715975551,-2.090152354195624,-0.7995358805239858,2.806919623719096,781,9830.0,1,2.806919623719096,4.89707197791472,A,0.1,0.0,0.07
10,10280.0,826,10660.0,864,380.0,837,10390.0,-0.12154569568457041,855,10570.0,-0.19496083115166019,-0.7995358805239858,-0.9463661514581655,0.5564444891548451,847,10490.0,1,0.5564444891548451,1.3559803696788308,A,0.1,0.0,0.07
11,10660.0,864,10990.0,897,330.0,873,10750.0,-0.04891002598945515,888,10900.0,-0.12661362886950345,-0.9463661514581655,-1.101773357218262,0.8485460994792551,880,10820.0,1,0.8485460994792551,1.7949122509374207,A,0.1,0.0,0.07
12,10990.0,897,11330.0,931,340.0,907,11090.0,0.00858264833337219,922,11240.0,0.45965601627691377,-1.101773357218262,-0.1996266213311787,1.1189386538850061,915,11170.0,1,1.1189386538850061,2.2207120111032683,A,0.1,0.0,0.07
13,11330.0,931,11820.0,980,490.0,938,11400.0,0.2529081890616786,971,11730.0,-0.5707644841842232,-0.1996266213311787,-1.4443380906355043,0.7054429994545359,945,11470.0,2,0.5041260608607969,0.9050696207857146,A,0.1,0.0,0.07
14,11820.0,980,12270.0,1025,450.0,988,11900.0,-0.4975990430920125,1004,12060.0,-0.4244817549127319,-1.4443380906355043,-1.298103514276943,0.4491400044514792,996,11980.0,1,0.4491400044514792,1.8934780950869836,A,0.1,0.0,0.07
15,12270.0,1025,12940.0,1092,670.0,1038,12400.0,0.6977439858051562,1061,12630.0,0.7709716359339305,-1.298103514276943,-1.1516482140193944,2.6935914858872554,1049,12510.0,1,2.6935914858872554,3.9916950001641984,A,0.1,0.0,0.07
16,12940.0,1092,13430.0,1141,490.0,1102,13040.0,0.15823873717029002,1126,13280.0,0.009711256814713298,-1.1516482140193944,-1.4487031747305479,1.4681256883599747,1112,13140.0,1,1.4681256883599747,2.619773902379369,A,0.1,0.0,0.07
17,13600.0,1158,14600.0,1258,1000.0,1169,13710.0,-0.27553248189832447,1231,14330.0,0.2970856704829792,-1.5487935212523791,-1.3581962196300712,1.9523675605960293,1212,14140.0,2,1.4750480590258797,3.5011610818484087,A,0.1,0.0,0.07
18,14820.0,1280,15600.0,1358,780.0,1296,14980.0,0.23307008194143664,1349,15510.0,-0.2765009230738329,-1.634334219085943,-0.8456154617743747,2.100474382968816,1314,15160.0,2,1.1965439992977625,3.734808602054759,A,0.1,0.0,0.07
19,15810.0,1379,16230.0,1421,420.0,1388,15900.0,0.16492444315010818,1407,16090.0,-0.1165084652294609,-0.32315799402579615,-0.8860238107849344,0.6530068803260125,1396,15980.0,1,0.6530068803260125,0.9761648743518087,A,0.1,0.0,0.07
20,16230.0,1421,16660.0,1464,430.0,1434,16360.0,-0.36775667981450144,1457,16590.0,-0.16038878145894214,-0.8860238107849344,-0.47128801407381576,0.15051045115593154,1449,16510.0,1,0.15051045115593154,1.036534261940866,A,0.1,0.0,0.07
21,16660.0,1464,17200.0,1518,540.0,1475,16770.0,0.5333070766943993,1496,16980.0,0.21415495828030595,-0.47128801407381576,-1.1095922509020026,1.5379021674626145,1485,16870.0,1,1.5379021674626145,2.00919018153643,A,0.1,0.0,0.07
22,17400.0,1538,17870.0,1585,470.0,1551,17530.0,1.1041263993743886,1572,17740.0,0.5475112522015138,-0.04540679906267118,-1.1586370934084214,2.2536595978114486,1560,17620.0,1,2.2536595978114486,2.2990663968741196,A,0.1,0.0,0.07
23,18290.0,1627,18930.0,1691,640.0,1639,18410.0,0.6174057671344013,1673,18750.0,0.7935641871840733,-1.5024478547169295,-1.150131014617586,2.7372593889857324,1651,18530.0,1,2.7372593889857324,4.239707243702662,A,0.1,0.0,0.07
24,18930.0,1691,19490.0,1747,560.0,1718,19200.0,-0.4519109447784082,1739,19410.0,-0.12255191392461845,-1.150131014617586,-0.4914129529100064,0.24630912506076952,1731,19330.0,1,0.24630912506076952,1.3964401396783557,A,0.1,0.0,0.07
25,19490.0,1747,20090.0,1807,600.0,1757,19590.0,0.3545650987534573,1796,19980.0,-0.24192987550915174,-0.4914129529100064,-0.5858237766287048,1.200543150416921,1766,19680.0,2,0.6512535880136612,1.6919561033269275,A,0.1,0.0,0.07
26,20090.0,1807,20550.0,1853,460.0,1821,20230.0,0.24799255105282036,1840,20420.0,-0.018400302220809683,-0.5858237766287048,-1.1186094831759648,1.0818088787343454,1830,20320.0,1,1.0818088787343454,1.6676326553630503,A,0.1,0.0,0.07
27,20840.0,1882,21330.0,1931,490.0,1893,20950.0,0.4513056236856987,1916,21180.0,1.480621208355343,-2.492725421861452,-0.4340942525221637,3.39533666923285,1902,21040.0,1,3.39533666923285,5.888062091094302,A,0.1,0.0,0.07
28,21540.0,1952,21940.0,1992,400.0,1962,21640.0,-0.1274716534581407,1981,21830.0,-0.36409369786039036,-0.7221323234346234,-1.1953764122391226,0.46718901651834194,1970,21720.0,1,0.46718901651834194,1.1893213399529654,A,0.1,0.0,0.07
29,22340.0,2032,22900.0,2088,560.0,2045,22470.0,0.7420826222480768,2071,22730.0,1.0053364819405683,-1.405583453476283,-0.8790757340912998,2.8897486979724367,2056,22580.0,1,2.8897486979724367,4.2953321514487195,A,0.1,0.0,0.07
30,23140.0,2112,23460.0,2144,320.0,2121,23230.0,0.05418285506961082,2135,23370.0,-0.3528074908475495,-0.23962258062977956,-1.0536032724641002,0.34798829076900123,2127,23290.0,1,0.34798829076900123,0.5876108713987808,A,0.1,0.0,0.07
31,23750.0,2173,24230.0,2221,480.0,2186,23880.0,0.412249963799838,2210,24120.0,1.0320043617059038,-1.636961144638809,-0.39745234882667696,2.461461072238485,2198,24000.0,1,2.461461072238485,4.098422216877294,A,0.1,0.0,0.07
32,24230.0,2221,24510.0,2249,280.0,2228,24300.0,0.11420691470932526,2241,24430.0,-0.18224792449622051,-0.39745234882667696,-0.9903620272377684,0.6258661782453274,2234,24360.0,1,0.6258661782453274,1.0233185270720044,A,0.1,0.0,0.07
33,24510.0,2249,24910.0,2289,400.0,2256,24580.0,-0.46451703555077717,2276,24780.0,-0.44069197045533415,-0.9903620272377684,-0.9427118970468823,0.061327956136214036,2264,24660.0,1,0.061327956136214036,1.0516899833739826,A,0.1,0.0,0.07
34,24910.0,2289,25340.0,2332,430.0,2300,25020.0,-0.06569682491993167,2320,25220.0,0.053293715649326945,-0.9427118970468823,-0.7047308159083651,0.811318247207019,2310,25120.0,1,0.811318247207019,1.7540301442539012,A,0.1,0.0,0.07
35,25340.0,2332,25960.0,2394,620.0,2354,25560.0,0.2513297129065929,2382,25840.0,0.4979514861889629,-0.7047308159083651,-0.21148726934362502,1.207390241721551,2372,25740.0,1,1.207390241721551,1.912121057629916,A,0.1,0.0,0.07
36,26210.0,2419,27100.0,2508,890.0,2447,26490.0,0.38055644911884556,2477,26790.0,0.16099626377926013,-1.220866096350535,-1.6599864670297055,1.981978994588226,2461,26630.0,1,1.981978994588226,3.202845090938761,A,0.1,0.0,0.07
37,27200.0,2518,28030.0,2601,830.0,2535,27370.0,0.6325194095187794,2570,27720.0,0.6379840615115633,-1.5106800257822972,-1.4997507217967296,2.775718844819856,2547,27490.0,1,2.775718844819856,4.286398870602153,A,0.1,0.0,0.07
38,28230.0,2621,28870.0,2685,640.0,2634,28360.0,0.3333684758552886,2665,28670.0,0.7582203144049913,-2.049054426455136,-1.1993507493557312,2.7157913781657137,2646,28480.0,1,2.7157913781657137,4.764845804620849,A,0.1,0.0,0.07
39,29130.0,2711,29790.0,2777,660.0,2722,29240.0,0.29581274767778476,2763,29650.0,0.1594090902761931,-1.41107660053749,-1.183183078153925,2.0027020958930595,2731,29330.0,2,1.7523516772996852,3.4137786964305494,A,0.1,0.0,0.07
40,30280.0,2826,31010.0,2899,730.0,2837,30390.0,0.20048329983935176,2868,30700.0,0.4496773642417824,-2.0743939714187904,-1.5760058426139296,2.4753605710974944,2848,30500.0,1,2.4753605710974944,4.549754542516284,A,0.1,0.0,0.07
41,31010.0,2899,31500.0,2948,490.0,2912,31140.0,0.13916635717570935,2936,31380.0,0.5405751653013907,-1.5760058426139296,-0.7731882263625672,1.8543385569653486,2924,31260.0,1,1.8543385569653486,3.430344399579278,A,0.1,0.0,0.07
42,31500.0,2948,31910.0,2989,410.0,2958,31600.0,-0.25879541781216886,2980,31820.0,-0.7590216531656591,-0.7731882263625672,-1.7736406970695475,0.25559739073822946,2969,31710.0,1,0.25559739073822946,1.0287856171007967,A,0.1,0.0,0.07
0,2340.0,32,2630.0,61,290.0,40,2420.0,-0.17908520650671234,53,2550.0,-0.2150849946502471,-0.5466038491016205,-0.6186034253886902,0.1884334360881959,47,2490.0,1,0.1884334360881959,0.7350372851898164,A_bis,0.1,0.5,0.07
1,2630.0,61,3010.0,99,380.0,71,2730.0,0.16762331545418074,87,2890.0,0.04444045253592199,-0.6186034253886902,-0.8649691512252077,0.9538500562970518,79,2810.0,1,0.9538500562970518,1.5724534816857418,A_bis,0.1,0.5,0.07
2,3300.0,128,3970.0,195,670.0,140,3420.0,0.5722998257411558,176,3780.0,0.7864846475682861,-1.8202132752129339,-1.3918436315586729,2.964812926695245,150,3520.0,1,2.964812926695245,4.785026201908179,A_bis,0.1,0.5,0.07
3,3970.0,195,4370.0,235,400.0,208,4100.0,-0.6855219781814279,226,4280.0,-0.7190816429705086,-1.3918436315586729,-1.4589629611368342,0.02079967519581694,218,4200.0,1,0.02079967519581694,1.41264330675449,A_bis,0.1,0.5,0.07
4,4660.0,264,5240.0,322,580.0,275,4770.0,0.5551819494224093,296,4980.0,0.8886165811501037,-1.4567622757983436,-0.7898930123429546,2.5671261746431617,284,4860.0,1,2.5671261746431617,4.023888450441506,A_bis,0.1,0.5,0.07
5,5460.0,344,5990.0,397,530.0,354,5560.0,0.2243789057774518,380,5820.0,0.3870354779337661,-0.7722491026627053,-0.44693595835007666,1.2210069142176088,364,5660.0,1,1.2210069142176088,1.9932560168803142,A_bis,0.1,0.5,0.07
6,6140.0,412,6540.0,452,400.0,422,6240.0,0.014469937048414927,439,6410.0,-0.1353203142538454,-0.5928418452072297,-0.8924223478117503,0.6217817193040596,430,6320.0,1,0.6217817193040596,1.2146235645112893,A_bis,0.1,0.5,0.07
7,6930.0,491,7480.0,546,550.0,501,7030.0,0.6969360763077284,529,7310.0,1.1341299295209708,-1.838871070212072,-0.9644833637855872,3.2327432228275286,511,7130.0,1,3.2327432228275286,5.071614293039601,A_bis,0.1,0.5,0.07
