,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.06363014131784439,0.09517739713191986,0.4435853958129883,0.6635110974311829,0.34887751936912537,0.5218479037284851,1.0,full,1.625
