,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.03130321577191353,0.24616438150405884,0.038271911442279816,0.300965279340744,0.029996251687407494,0.2358865886926651,1.0,full,0.375
