,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.09714320302009583,0.14952315390110016,0.3177318871021271,0.48905402421951294,0.18323661386966705,0.2820384204387665,1.2,1.15,2.25
