,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.03744179755449295,0.166655495762825,0.10363799333572388,0.461298406124115,0.08091527223587036,0.3601583242416382,1.2,1.15,1.625
