,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.04516572877764702,0.1180727481842041,0.23314930498600006,0.6095014810562134,0.19258955121040344,0.5034697651863098,1.0,full,0.0
