,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.10685847699642181,0.1535847932100296,0.3730526864528656,0.5361785292625427,0.18005266785621643,0.25878483057022095,1.2,1.2,2.5
