,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.04829711094498634,0.13842709362506866,0.1725485622882843,0.49455127120018005,0.07425420731306076,0.21282421052455902,1.0,full,2.125
