,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.12747952342033386,0.22333049774169922,0.12211671471595764,0.21393541991710663,0.05254529044032097,0.09205373376607895,0.1,A,1.4
1,0.5,Vp,0.0498344823718071,0.21063214540481567,0.04013414680957794,0.16963237524032593,0.014693671837449074,0.06210478022694588,0.1,A_bis,1.4
2,0.0,Vp,0.08518199622631073,0.28409484028816223,0.03858787938952446,0.12869641184806824,0.020027093589305878,0.06679338216781616,0.2,B,1.4
3,0.5,Vp,0.02994561940431595,0.24786514043807983,0.014892585575580597,0.12326854467391968,0.005912292283028364,0.048937082290649414,0.2,B_bis,1.4
4,0.0,Vp,0.059917204082012177,0.2873377799987793,0.024834612384438515,0.11909639090299606,0.014251908287405968,0.06834618002176285,0.3,C,1.4
5,0.5,Vp,0.020760348066687584,0.2905053496360779,0.006652615498751402,0.09309190511703491,0.0022555033210664988,0.03156188875436783,0.3,C_bis,1.4
6,0.0,Vp,0.017518915235996246,0.2725536525249481,0.006917063146829605,0.1076134443283081,0.00358833116479218,0.055826105177402496,0.5,D,1.4
7,0.5,Vp,0.012220228090882301,0.33604228496551514,0.002676047384738922,0.07358823716640472,0.0008965944871306419,0.02465532161295414,0.5,D_bis,1.4
8,0.0,Vp,0.005136874970048666,0.3039170503616333,0.0015899731079116464,0.09406885504722595,0.0007503849337808788,0.044395625591278076,1.0,full,1.4
