,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.04974878579378128,0.12249012291431427,0.2348950207233429,0.5783522129058838,0.18401318788528442,0.45307233929634094,1.0,full,2.0
