,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.06236337125301361,0.1346474140882492,0.2280862033367157,0.49245598912239075,0.16015201807022095,0.34578076004981995,1.2,1.05,1.625
