,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.15814679861068726,0.19427378475666046,0.26928988099098206,0.33080634474754333,0.06000853702425957,0.07371686398983002,1.2,1.1,2.5
