,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.10555768013000488,0.08804895728826523,0.6819139122962952,0.5688056945800781,0.5788673758506775,0.4828513264656067,0.1,A,0.775
1,0.5,Vp,0.26179832220077515,0.13279683887958527,1.0025830268859863,0.5085588097572327,0.7843446731567383,0.3978577256202698,0.1,A_bis,0.775
2,0.0,Vp,0.06827759742736816,0.07998906821012497,0.5045455694198608,0.5910888910293579,0.43209099769592285,0.5062063932418823,0.2,B,0.775
3,0.5,Vp,0.19427016377449036,0.12866291403770447,0.8277236819267273,0.5481919646263123,0.6675680875778198,0.44212275743484497,0.2,B_bis,0.775
4,0.15,Vp,0.0568721741437912,0.13534320890903473,0.16307389736175537,0.38807985186576843,0.1304178535938263,0.3103656768798828,0.2,B_ter,0.775
5,0.65,Vp,0.1760992705821991,0.12732166051864624,0.7518565058708191,0.54360032081604,0.6123033165931702,0.44270187616348267,0.2,B_four,0.775
6,0.0,Vp,0.047786369919776917,0.0874294713139534,0.31426092982292175,0.574968695640564,0.2735113203525543,0.5004136562347412,0.3,C,0.775
7,0.5,Vp,0.13971824944019318,0.12647587060928345,0.6341269612312317,0.5740249156951904,0.5144814848899841,0.4657193422317505,0.3,C_bis,0.775
8,0.1,Vp,0.03821621090173721,0.11312438547611237,0.1643901765346527,0.48661383986473083,0.13605177402496338,0.4027289152145386,0.3,C_ter,0.775
9,0.6,Vp,0.13732360303401947,0.12454789876937866,0.6298304796218872,0.5712351202964783,0.5121951103210449,0.46454378962516785,0.3,C_four,0.775
10,0.0,Vp,0.03178757429122925,0.10355233401060104,0.17626488208770752,0.5742067694664001,0.14742639660835266,0.4802614748477936,0.5,D,0.775
11,0.5,Vp,0.0904851108789444,0.12704627215862274,0.42023059725761414,0.5900278091430664,0.34546732902526855,0.4850558936595917,0.5,D_bis,0.775
12,0.0,Vp,0.044912420213222504,0.11960795521736145,0.2367110550403595,0.6303941011428833,0.19785436987876892,0.5269134044647217,1.0,full,0.775
