,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.05076617747545242,0.1496010720729828,0.18163689970970154,0.5352594256401062,0.13780277967453003,0.4060862064361572,1.0,full,1.625
