,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.05538357049226761,0.10851167887449265,0.3289465606212616,0.6444969773292542,0.2541692852973938,0.49798765778541565,1.0,full,1.25
