,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.04793642461299896,0.1273307502269745,0.21783380210399628,0.5786193013191223,0.1682196706533432,0.44683218002319336,1.0,full,1.75
