,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.14705678820610046,0.09531931579113007,0.7887982130050659,0.5112835168838501,0.6431372165679932,0.4168688952922821,0.1,A,0.8375
1,0.5,Vp,0.28667259216308594,0.12292980402708054,1.2941105365753174,0.5549353361129761,1.0559725761413574,0.45281797647476196,0.1,A_bis,0.8375
2,0.0,Vp,0.080438531935215,0.0899193063378334,0.46578627824783325,0.5206854939460754,0.3885952830314636,0.43439650535583496,0.2,B,0.8375
3,0.5,Vp,0.20099349319934845,0.1103847473859787,1.1089754104614258,0.6090444326400757,0.9340876340866089,0.5129968523979187,0.2,B_bis,0.8375
4,0.15,Vp,0.09236632287502289,0.21054264903068542,0.11027766764163971,0.25137031078338623,0.07892651110887527,0.17990751564502716,0.2,B_ter,0.8375
5,0.65,Vp,0.17944715917110443,0.1105324849486351,0.9480196833610535,0.5839433670043945,0.7671018838882446,0.47250500321388245,0.2,B_four,0.8375
6,0.0,Vp,0.06134020909667015,0.12502498924732208,0.22895531356334686,0.46666184067726135,0.19083748757839203,0.3889692425727844,0.3,C,0.8375
7,0.5,Vp,0.14309565722942352,0.10244797170162201,0.8803880214691162,0.6303054094314575,0.743414580821991,0.5322405695915222,0.3,C_bis,0.8375
8,0.1,Vp,0.057850345969200134,0.17916253209114075,0.11424503475427628,0.3538168966770172,0.09091149270534515,0.28155291080474854,0.3,C_ter,0.8375
9,0.6,Vp,0.129081130027771,0.10312134772539139,0.7687282562255859,0.6141276955604553,0.630645215511322,0.5038148164749146,0.3,C_four,0.8375
10,0.0,Vp,0.04211588203907013,0.14815346896648407,0.13233640789985657,0.4655274450778961,0.11126076430082321,0.3913884162902832,0.5,D,0.8375
11,0.5,Vp,0.08111210912466049,0.10097215324640274,0.5017065405845642,0.6245478391647339,0.41618314385414124,0.5180842876434326,0.5,D_bis,0.8375
12,0.0,Vp,0.04542852193117142,0.119354747235775,0.22578664124011993,0.5932111740112305,0.19133314490318298,0.5026912093162537,1.0,full,0.8375
