,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.13845381140708923,0.18709330260753632,0.2961803376674652,0.40022993087768555,0.09978586435317993,0.13484112918376923,1.2,1.15,2.5
