,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.022035885602235794,0.1787482351064682,0.044353410601615906,0.35978102684020996,0.015000889077782631,0.1216825321316719,1.0,full,2.375
