,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.044948454946279526,0.10813622176647186,0.253231942653656,0.6092210412025452,0.19194045662879944,0.4617670476436615,1.0,full,1.0
