,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.03265705704689026,0.1992713361978531,0.06354200094938278,0.38772934675216675,0.04831227660179138,0.29479852318763733,1.0,full,0.5
