metadata_filename,session,t_min,duration,count,mean,std,min,25%,50%,75%,max
spike_detector_Rp_layer_Rp_inh,02_noise,0,0,1600.0,3.1654272079467773,2.137122869491577,0.0,1.5666667222976685,2.7416666746139526,4.333333492279053,14.300000190734863
spike_detector_Tp_layer_Tp_exc,02_noise,0,0,1600.0,43.80076217651367,26.7827205657959,0.5,23.737500190734863,38.71666717529297,60.10833263397217,154.10000610351562
spike_detector_Tp_layer_Tp_inh,02_noise,0,0,1600.0,42.945430755615234,27.482635498046875,0.05000000074505806,21.654166221618652,38.191667556762695,58.70416736602783,155.51666259765625
spike_detector_Vp_L23_BC_P00_Vp_BC,02_noise,0,0,625.0,4.120133399963379,1.2615793943405151,0.7333333492279053,3.1500000953674316,4.050000190734863,5.016666889190674,7.866666793823242
spike_detector_Vp_L23_BC_P90_Vp_BC,02_noise,0,0,625.0,4.390960216522217,1.241627812385559,1.2166666984558105,3.5,4.383333206176758,5.2166666984558105,8.566666603088379
spike_detector_Vp_L23_PC_P00_Vp_PC,02_noise,0,0,3136.0,0.06306867301464081,0.08917824923992157,0.0,0.0,0.03333333507180214,0.0833333358168602,1.0833333730697632
spike_detector_Vp_L23_PC_P90_Vp_PC,02_noise,0,0,3136.0,0.0654815062880516,0.10087037086486816,0.0,0.0,0.03333333507180214,0.0833333358168602,1.0666667222976685
spike_detector_Vp_L4_BC_P00_Vp_BC,02_noise,0,0,625.0,7.001332759857178,3.1321752071380615,0.18333333730697632,4.616666793823242,7.083333492279053,9.333333015441895,15.516666412353516
spike_detector_Vp_L4_BC_P90_Vp_BC,02_noise,0,0,625.0,7.296506404876709,3.1627509593963623,0.3166666626930237,5.0333333015441895,7.433333396911621,9.583333015441895,16.08333396911621
spike_detector_Vp_L4_PC_P00_Vp_PC,02_noise,0,0,3136.0,0.4301817715167999,0.9422080516815186,0.0,0.0,0.05000000074505806,0.3166666626930237,6.199999809265137
spike_detector_Vp_L4_PC_P90_Vp_PC,02_noise,0,0,3136.0,0.5145567059516907,1.0673047304153442,0.0,0.0,0.05000000074505806,0.38333332538604736,6.2833333015441895
spike_detector_Vp_L56_BC_P00_Vp_BC,02_noise,0,0,625.0,8.418426513671875,3.07818865776062,1.2000000476837158,6.199999809265137,8.633333206176758,10.733333587646484,16.33333396911621
spike_detector_Vp_L56_BC_P90_Vp_BC,02_noise,0,0,625.0,8.540186882019043,3.0872793197631836,0.25,6.400000095367432,8.850000381469727,10.866666793823242,16.266666412353516
spike_detector_Vp_L56_MC_P00_Vp_MC,02_noise,0,0,625.0,0.040800001472234726,0.12758119404315948,0.0,0.0,0.0,0.01666666753590107,1.25
spike_detector_Vp_L56_MC_P90_Vp_MC,02_noise,0,0,625.0,0.07818666845560074,0.22146780788898468,0.0,0.0,0.0,0.05000000074505806,2.4833333492279053
spike_detector_Vp_L56_PC_P00_Vp_PC,02_noise,0,0,3136.0,0.27461203932762146,0.6660118103027344,0.0,0.0,0.03333333507180214,0.18333333730697632,5.099999904632568
spike_detector_Vp_L56_PC_P90_Vp_PC,02_noise,0,0,3136.0,0.3173415958881378,0.7499270439147949,0.0,0.0,0.03333333507180214,0.20000000298023224,5.616666793823242
