,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.053924739360809326,0.1212935596704483,0.2841469943523407,0.6391352415084839,0.23674514889717102,0.5325136780738831,1.0,full,0.25
