,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.04307548701763153,0.11642175167798996,0.22915497422218323,0.6193458437919617,0.19043385982513428,0.5146928429603577,1.0,full,0.875
