,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.21648773550987244,0.10188722610473633,1.1889225244522095,0.5595514178276062,0.9262338876724243,0.4359202980995178,0.1,A,0.9625
1,0.5,Vp,0.2910504937171936,0.1444019079208374,0.9707620143890381,0.481634259223938,0.7184536457061768,0.35645389556884766,0.1,A_bis,0.9625
2,0.0,Vp,0.1534496545791626,0.10679901391267776,0.8494243621826172,0.5911886096000671,0.6917158365249634,0.4814254641532898,0.2,B,0.9625
3,0.5,Vp,0.20342710614204407,0.13196304440498352,0.8384987711906433,0.5439336895942688,0.6771204471588135,0.43924763798713684,0.2,B_bis,0.9625
4,0.15,Vp,0.18465642631053925,0.13701461255550385,0.7147535085678101,0.5303453207015991,0.5712136626243591,0.42383912205696106,0.2,B_ter,0.9625
5,0.65,Vp,0.17123393714427948,0.11406407505273819,0.8536943197250366,0.568671464920044,0.7096387147903442,0.4727116823196411,0.2,B_four,0.9625
6,0.0,Vp,0.13948683440685272,0.12776212394237518,0.6357720494270325,0.5823315978050232,0.5218697786331177,0.47800350189208984,0.3,C,0.9625
7,0.5,Vp,0.14399991929531097,0.11964301019906998,0.6946209073066711,0.5771290063858032,0.5725290775299072,0.47568845748901367,0.3,C_bis,0.9625
8,0.1,Vp,0.12742896378040314,0.13255880773067474,0.5488281846046448,0.5709220767021179,0.4514257609844208,0.46959856152534485,0.3,C_ter,0.9625
9,0.6,Vp,0.1294206976890564,0.11097274720668793,0.6717873215675354,0.5760290622711182,0.5553498268127441,0.47618886828422546,0.3,C_four,0.9625
10,0.0,Vp,0.08716794103384018,0.14258678257465363,0.35412371158599854,0.579265296459198,0.29175329208374023,0.47724154591560364,0.5,D,0.9625
11,0.5,Vp,0.0805567279458046,0.11333687603473663,0.4115459620952606,0.5790122747421265,0.32932889461517334,0.4633394181728363,0.5,D_bis,0.9625
12,0.0,Vp,0.04820070415735245,0.1270274966955185,0.2263725996017456,0.596579372882843,0.175568088889122,0.4626898169517517,1.0,full,0.9625
