metadata_filename,session,t_min,duration,count,mean,std,min,25%,50%,75%,max
spike_detector_Vp_L56_BC_P90_Vp_BC,02_sleep_transition,0,0,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
spike_detector_Vp_L56_BC_P90_Vp_BC,03_sleep,0,0,625.0,6.991199970245361,2.256190776824951,2.450000047683716,5.349999904632568,6.650000095367432,8.475000381469727,14.908333778381348
spike_detector_Vp_L56_MC_P00_Vp_MC,01_noise,0,0,625.0,0.2879999876022339,0.6177917122840881,0.0,0.0,0.0,0.5,3.5
spike_detector_Vp_L56_MC_P00_Vp_MC,03_sleep,0,0,625.0,0.6523600220680237,0.20888039469718933,0.0833333358168602,0.5,0.6499999761581421,0.7916666865348816,1.399999976158142
spike_detector_Vp_L56_MC_P90_Vp_MC,01_noise,0,0,625.0,0.47040000557899475,0.8166951537132263,0.0,0.0,0.0,0.5,4.5
spike_detector_Vp_L56_MC_P90_Vp_MC,03_sleep,0,0,625.0,0.9096933603286743,0.2492397129535675,0.25833332538604736,0.7250000238418579,0.8999999761581421,1.0750000476837158,1.7416666746139526
spike_detector_Vp_L56_PC_P00_Vp_PC,01_noise,0,0,3136.0,0.40609055757522583,0.9177660942077637,0.0,0.0,0.0,0.5,6.5
spike_detector_Vp_L56_PC_P00_Vp_PC,03_sleep,0,0,3136.0,0.28103208541870117,0.42090362310409546,0.0,0.07500000298023224,0.15000000596046448,0.29374999552965164,4.0333333015441895
spike_detector_Vp_L56_PC_P90_Vp_PC,01_noise,0,0,3136.0,0.4671556055545807,1.0401995182037354,0.0,0.0,0.0,0.5,7.0
spike_detector_Vp_L56_PC_P90_Vp_PC,03_sleep,0,0,3136.0,0.3653034567832947,0.5126239061355591,0.0,0.10833333432674408,0.20000000298023224,0.3916666805744171,4.241666793823242
