metadata_filename,session,t_min,min_n_spikes,duration,count,mean,std,min,25%,50%,75%,max
spike_detector_Rp_layer_Rp_inh,01_noise,0,0,0,1293.0,2.359304189682007,10.435962677001953,0.517530620098114,0.9838530421257019,1.2272714376449585,1.602501630783081,240.96527099609375
spike_detector_Rp_layer_Rp_inh,01_noise,0,10,0,306.0,1.0873762369155884,0.2977384924888611,0.5272110104560852,0.8850536346435547,1.0277976989746094,1.2440553903579712,2.6750328540802
spike_detector_Rp_layer_Rp_inh,01_noise,0,50,0,0.0,,,,,,,
spike_detector_Rp_layer_Rp_inh,02_sleep_transition,0,0,0,0.0,,,,,,,
spike_detector_Rp_layer_Rp_inh,02_sleep_transition,0,10,0,0.0,,,,,,,
spike_detector_Rp_layer_Rp_inh,02_sleep_transition,0,50,0,0.0,,,,,,,
spike_detector_Rp_layer_Rp_inh,03_sleep,0,0,0,1600.0,0.9200240969657898,0.07330407947301865,0.6762396693229675,0.8733990341424942,0.9173066020011902,0.9669516384601593,1.15152108669281
spike_detector_Rp_layer_Rp_inh,03_sleep,0,10,0,1600.0,0.9200240969657898,0.07330407947301865,0.6762396693229675,0.8733990341424942,0.9173066020011902,0.9669516384601593,1.15152108669281
spike_detector_Rp_layer_Rp_inh,03_sleep,0,50,0,1597.0,0.9199730753898621,0.07334697246551514,0.6762396693229675,0.8727387189865112,0.9172580242156982,0.9669429659843445,1.15152108669281
spike_detector_Tp_layer_Tp_exc,01_noise,0,0,0,1591.0,1.3908578157424927,18.00533676147461,0.41854366660118103,0.8119695782661438,0.9057338237762451,0.9835205078125,717.6229248046875
spike_detector_Tp_layer_Tp_exc,01_noise,0,10,0,1558.0,0.900704026222229,0.1401965469121933,0.41854366660118103,0.8119347095489502,0.9048399329185486,0.9777638912200928,1.7688299417495728
spike_detector_Tp_layer_Tp_exc,01_noise,0,50,0,1054.0,0.9004559516906738,0.11568822711706161,0.5244666337966919,0.8266818523406982,0.9069392085075378,0.974716305732727,1.2661552429199219
spike_detector_Tp_layer_Tp_exc,02_sleep_transition,0,0,0,0.0,,,,,,,
spike_detector_Tp_layer_Tp_exc,02_sleep_transition,0,10,0,0.0,,,,,,,
spike_detector_Tp_layer_Tp_exc,02_sleep_transition,0,50,0,0.0,,,,,,,
spike_detector_Tp_layer_Tp_exc,03_sleep,0,0,0,1600.0,0.8310727477073669,0.046110961586236954,0.7186930179595947,0.8032190501689911,0.828374832868576,0.8540071845054626,1.5845606327056885
spike_detector_Tp_layer_Tp_exc,03_sleep,0,10,0,1598.0,0.8305260539054871,0.042000528424978256,0.7186930179595947,0.8032141923904419,0.8282881379127502,0.8539385199546814,1.207642674446106
spike_detector_Tp_layer_Tp_exc,03_sleep,0,50,0,1596.0,0.8301683664321899,0.040662579238414764,0.7186930179595947,0.8031960725784302,0.8281428217887878,0.8538349866867065,1.0722683668136597
spike_detector_Tp_layer_Tp_inh,01_noise,0,0,0,1592.0,0.9237203001976013,0.21623495221138,0.4158366620540619,0.8179613351821899,0.9040886163711548,1.0031771659851074,4.639747142791748
spike_detector_Tp_layer_Tp_inh,01_noise,0,10,0,1531.0,0.9054182171821594,0.140234112739563,0.4158366620540619,0.8155758380889893,0.9003169536590576,0.9922866225242615,1.5235379934310913
spike_detector_Tp_layer_Tp_inh,01_noise,0,50,0,1025.0,0.9076370000839233,0.11638523638248444,0.4546728730201721,0.8331282734870911,0.9054292440414429,0.9839105010032654,1.3289250135421753
spike_detector_Tp_layer_Tp_inh,02_sleep_transition,0,0,0,0.0,,,,,,,
spike_detector_Tp_layer_Tp_inh,02_sleep_transition,0,10,0,0.0,,,,,,,
spike_detector_Tp_layer_Tp_inh,02_sleep_transition,0,50,0,0.0,,,,,,,
spike_detector_Tp_layer_Tp_inh,03_sleep,0,0,0,1599.0,0.8259106278419495,0.04601482301950455,0.6846597790718079,0.7968430519104004,0.8214237093925476,0.8514435291290283,1.1695352792739868
spike_detector_Tp_layer_Tp_inh,03_sleep,0,10,0,1599.0,0.8259106278419495,0.04601482301950455,0.6846597790718079,0.7968430519104004,0.8214237093925476,0.8514435291290283,1.1695352792739868
spike_detector_Tp_layer_Tp_inh,03_sleep,0,50,0,1589.0,0.8252546191215515,0.044279422610998154,0.6970254182815552,0.7967643141746521,0.8211929798126221,0.8511457443237305,1.13821280002594
spike_detector_Vp_L23_BC_P00_Vp_BC,01_noise,0,0,0,609.0,1.7396013736724854,0.9173665642738342,0.8027750849723816,1.3109889030456543,1.5654377937316895,1.9016010761260986,11.69698429107666
spike_detector_Vp_L23_BC_P00_Vp_BC,01_noise,0,10,0,169.0,1.5545381307601929,0.33485665917396545,0.8607527613639832,1.3072043657302856,1.5219591856002808,1.778792142868042,2.4916675090789795
spike_detector_Vp_L23_BC_P00_Vp_BC,01_noise,0,50,0,0.0,,,,,,,
spike_detector_Vp_L23_BC_P00_Vp_BC,03_sleep,0,0,0,625.0,0.7145956754684448,0.0542769730091095,0.6092977523803711,0.6779389977455139,0.7031655311584473,0.7393763661384583,1.0064154863357544
spike_detector_Vp_L23_BC_P00_Vp_BC,03_sleep,0,10,0,625.0,0.7145956754684448,0.0542769730091095,0.6092977523803711,0.6779389977455139,0.7031655311584473,0.7393763661384583,1.0064154863357544
spike_detector_Vp_L23_BC_P00_Vp_BC,03_sleep,0,50,0,625.0,0.7145956754684448,0.0542769730091095,0.6092977523803711,0.6779389977455139,0.7031655311584473,0.7393763661384583,1.0064154863357544
