,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.02265394851565361,0.22976388037204742,0.028261471539735794,0.28663724660873413,0.02071044035255909,0.21005217730998993,1.0,full,0.25
