,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_KNa_Vp_PC_Vp_BC
0,0.0,Vp,0.04888131096959114,0.11625701189041138,0.2680596709251404,0.6375405192375183,0.21833521127700806,0.5192782282829285,1.0,full,1.375
