,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.1236725002527237,0.09041997045278549,0.7767837047576904,0.5679254531860352,0.629069447517395,0.4599279463291168,0.1,A,0.8125
1,0.5,Vp,0.287124902009964,0.12923946976661682,1.2115979194641113,0.5453594326972961,0.9608673453330994,0.4325016140937805,0.1,A_bis,0.8125
2,0.0,Vp,0.08805964142084122,0.09629610180854797,0.5332111120223999,0.5830838084220886,0.44857046008110046,0.4905264973640442,0.2,B,0.8125
3,0.5,Vp,0.22467806935310364,0.12638841569423676,1.0466958284378052,0.588798999786377,0.8431298732757568,0.474286824464798,0.2,B_bis,0.8125
4,0.15,Vp,0.08032788336277008,0.17106281220912933,0.17379146814346313,0.37009885907173157,0.13319197297096252,0.28363990783691406,0.2,B_ter,0.8125
5,0.65,Vp,0.19445347785949707,0.10096260160207748,1.23873770236969,0.6431676149368286,1.065131425857544,0.5530291199684143,0.2,B_four,0.8125
6,0.0,Vp,0.06491504609584808,0.11643873155117035,0.31466490030288696,0.5644174218177795,0.26863619685173035,0.4818553030490875,0.3,C,0.8125
7,0.5,Vp,0.16029390692710876,0.11437831819057465,0.8860020041465759,0.6322100758552551,0.725008487701416,0.5173325538635254,0.3,C_bis,0.8125
8,0.1,Vp,0.05222848057746887,0.14174789190292358,0.17210999131202698,0.46710580587387085,0.14140884578227997,0.3837830424308777,0.3,C_ter,0.8125
9,0.6,Vp,0.14465415477752686,0.09426632523536682,1.0220001935958862,0.6660037040710449,0.874405562877655,0.5698211193084717,0.3,C_four,0.8125
10,0.0,Vp,0.04146485775709152,0.1259237825870514,0.18063399195671082,0.5485637187957764,0.1515273004770279,0.460170179605484,0.5,D,0.8125
11,0.5,Vp,0.09129508584737778,0.09812523424625397,0.6169856786727905,0.6631448268890381,0.5090289115905762,0.5471113920211792,0.5,D_bis,0.8125
12,0.0,Vp,0.048792704939842224,0.1265738159418106,0.23574845492839813,0.6115582585334778,0.18302766978740692,0.47479453682899475,1.0,full,0.8125
