,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_NaP_Vp_PC_Vp_BC
0,0.0,Vp,0.013134213164448738,0.2602391541004181,0.009847511537373066,0.19511698186397552,0.006692897994071245,0.13261198997497559,1.0,full,0.0
