,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.03814436122775078,0.16526097059249878,0.11644158512353897,0.5044847726821899,0.08854895085096359,0.38363954424858093,1.2,1.25,1.875
