,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_KL_Vp_MC,g_KL_Vp_PC_Vp_BC,g_peak_AMPA_Vp_PC_Vp_BC
0,Vp,0.004975486546754837,0.1597624570131302,0.0008346730610355735,0.026801282539963722,0.00038867504918016493,0.012480323202908039,1.2,1.0,1.0
