,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,g_peak_GABA_B1a_Vp_PC_Vp_BC
0,Vp,0.029809921979904175,0.05194801464676857,0.43413272500038147,0.7565378546714783,0.38165929913520813,0.6650954484939575,0.11
